overs,battingteam,bowlingteam,venue,season,runs
0,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,2
0,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,3
1,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,4
1,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,5
1,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,6
1,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,7
1,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,8
2,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,12
2,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,16
2,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,17
2,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,18
3,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,19
3,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,23
3,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,27
3,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,28
3,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,30
3,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,34
4,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,35
4,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,36
4,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,37
4,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,38
4,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,42
5,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,42
5,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,48
5,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,49
5,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,53
5,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,54
0,Royal Challengers Bangalore,Delhi Capitals,M Chinnaswamy Stadium,2015,0
0,Royal Challengers Bangalore,Delhi Capitals,M Chinnaswamy Stadium,2015,1
0,Royal Challengers Bangalore,Delhi Capitals,M Chinnaswamy Stadium,2015,2
1,Royal Challengers Bangalore,Delhi Capitals,M Chinnaswamy Stadium,2015,2
0,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,1
0,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,5
0,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,9
1,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,11
1,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,15
1,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,17
1,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,23
2,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,27
2,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,28
2,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,29
2,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,30
2,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,31
3,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,35
3,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,37
3,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,41
3,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,42
3,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,43
4,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,45
4,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,49
4,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,50
4,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,51
4,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,52
5,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,52
5,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,54
5,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,56
5,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,60
5,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,2015,66
0,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,0
0,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,2
0,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,3
0,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,7
0,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,8
1,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,9
1,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,10
1,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,14
2,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,15
2,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,19
2,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,20
2,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,21
3,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,21
3,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,25
3,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,29
3,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,30
3,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,35
3,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,36
4,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,37
4,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,41
4,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,42
4,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,43
4,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,44
5,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,44
5,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,49
5,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,50
5,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,51
5,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,2015,53
0,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,0
0,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,4
0,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,5
1,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,5
1,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,6
1,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,7
1,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,13
1,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,14
2,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,16
2,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,17
2,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,19
2,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,23
2,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,24
3,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,28
3,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,29
3,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,31
4,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,31
4,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,35
5,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,35
5,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,36
5,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,37
5,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,2015,41
0,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,1
0,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,2
1,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,3
1,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,6
1,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,10
2,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,10
2,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,11
2,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,13
2,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,17
3,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,21
3,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,22
3,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,23
3,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,24
3,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,27
3,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,28
4,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,28
4,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,32
4,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,34
4,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,35
4,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,36
4,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,40
5,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,40
5,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,44
5,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,45
5,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,46
5,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,2015,47
0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,0
0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,2
0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,3
0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,4
0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,5
0,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,6
1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,6
1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,8
1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,9
1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,11
1,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,15
2,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,19
2,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,21
2,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,25
2,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,26
2,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,27
3,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,28
3,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,29
3,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,30
3,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,31
3,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,32
3,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,33
4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,37
4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,38
4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,39
4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,40
4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,46
4,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,50
5,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,52
5,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,53
5,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,55
5,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,56
5,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,61
5,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,67
5,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2015,68
0,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,4
0,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,10
0,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,11
0,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,15
0,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,17
1,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,21
1,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,25
1,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,31
1,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,35
1,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,41
2,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,41
2,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,42
2,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,43
2,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,44
3,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,46
3,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,47
3,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,48
3,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,50
3,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,52
3,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,58
4,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,58
4,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,60
4,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,66
4,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,67
4,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,68
5,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,69
5,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,73
5,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,77
5,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,83
0,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,0
0,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,1
0,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,5
0,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,6
1,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,7
1,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,8
1,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,9
1,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,10
2,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,10
2,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,11
2,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,12
2,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,16
3,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,18
3,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,22
3,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,24
3,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,25
4,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,29
4,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,33
4,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,34
5,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,35
5,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,36
5,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,42
5,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,43
5,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,44
5,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2015,46
0,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,2
0,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,6
0,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,7
1,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,7
1,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,8
1,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,12
2,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,13
2,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,15
2,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,19
2,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,20
3,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,24
3,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,25
3,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,29
4,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,30
4,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,34
4,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,35
4,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,36
4,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,37
4,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,38
5,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,44
5,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,45
5,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,46
5,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2015,50
0,Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,2015,2
0,Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,2015,3
0,Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,2015,4
0,Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,2015,5
0,Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,2015,9
0,Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,2015,13
0,Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,2015,14
1,Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,2015,18
1,Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,2015,22
1,Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,2015,28
1,Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,2015,32
1,Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,2015,33
